year,state_abbreviation,stage,special,candidate_name,party_detailed,party_simplified,writein,total_votes,votes,percent_votes,won
1986,WI,gen,0,PETER Y. TAYLOR SR.,INDEPENDENT,OTHER,0,1483174,19266,1.2989709905917983,0
1986,WI,gen,0,ROBERT W. KASTEN JR.,REPUBLICAN,REPUBLICAN,0,1483174,754573,50.875554722507275,1
1988,AZ,gen,0,DENNIS DECONCINI,DEMOCRAT,DEMOCRAT,0,1164539,660403,56.7093931590097,1
1988,AZ,gen,0,ED FINKELSTEIN,NEW ALLIANCE,OTHER,0,1164539,5195,0.4460992719007264,0
1988,AZ,gen,0,KEITH DEGREEN,REPUBLICAN,REPUBLICAN,0,1164539,478060,41.05143752162873,0
1988,AZ,gen,0,RICK TOMPKINS,LIBERTARIAN,LIBERTARIAN,0,1164539,20849,1.790322178991,0
1988,CA,gen,0,JACK DEAN,LIBERTARIAN,LIBERTARIAN,0,9743598,79997,0.8210211463978706,0
1988,CA,gen,0,LEO MCCARTHY,DEMOCRAT,DEMOCRAT,0,9743598,4287253,44.00071718886596,0
1988,CA,gen,0,M. ELIZABETH MUNOZ,PEACE AND FREEDOM,OTHER,0,9743598,166600,1.7098406563981805,0
1988,CA,gen,0,MERTON D. SHORT,INDEPENDENT,OTHER,0,9743598,66288,0.6803236340415522,0
1988,CA,gen,0,PETE WILSON,REPUBLICAN,REPUBLICAN,0,9743598,5143409,52.78757395368734,1
1988,CT,gen,0,"HOWARD AVORY GRAYSON, JR.",LIBERTARIAN,LIBERTARIAN,0,1383526,12409,0.8969112253763212,0
1988,CT,gen,0,JOE LIEBERMAN,DEMOCRAT,DEMOCRAT,0,1383526,688499,49.764081050880144,1
1988,CT,gen,0,"LOWELL P. WEICHER, JR.",REPUBLICAN,REPUBLICAN,0,1383526,678454,49.03803759380019,0
1988,CT,gen,0,MELISSA M. FISHER,NEW ALLIANCE,OTHER,0,1383526,4154,0.30024733904530887,0
1988,DE,gen,0,S. B. WOO,DEMOCRAT,DEMOCRAT,0,243493,92378,37.93866764136957,0
1988,DE,gen,0,"WILLIAM V. ROTH, JR.",REPUBLICAN,REPUBLICAN,0,243493,151115,62.06133235863043,1
1988,FL,gen,0,BUDDY MACKAY,DEMOCRAT,DEMOCRAT,0,4068209,2016553,49.568569363078446,0
1988,FL,gen,0,CONNIE MACK,REPUBLICAN,REPUBLICAN,0,4068209,2051071,50.417050844732906,1
1988,HI,gen,0,KEN SCHOOLLAND,LIBERTARIAN,LIBERTARIAN,0,323876,8948,2.762785757512134,0
1988,HI,gen,0,MARIA M. HUSTACE,REPUBLICAN,REPUBLICAN,0,323876,66987,20.682915683780212,0
1988,HI,gen,0,SPARK MATSUNAGA,DEMOCRAT,DEMOCRAT,0,323876,247941,76.55429855870766,1
1988,IN,gen,0,JACK WICKES,DEMOCRAT,DEMOCRAT,0,2099303,668778,31.857144966686562,0
1988,IN,gen,0,RICHARD G. LUGAR,REPUBLICAN,REPUBLICAN,0,2099303,1430525,68.14285503331344,1
1988,ME,gen,0,GEORGE J. MITCHELL,DEMOCRAT,DEMOCRAT,0,556745,452581,81.29053696036786,1
1988,ME,gen,0,JASPER S. WYMAN,REPUBLICAN,REPUBLICAN,0,556745,104164,18.709463039632148,0
1988,MD,gen,0,ALAN L. KEYES,REPUBLICAN,REPUBLICAN,0,1617065,617537,38.1887555540439,0
1988,MD,gen,0,PAUL S. SARBANES,DEMOCRAT,DEMOCRAT,0,1617065,999166,61.7888582091629,1
1988,MA,gen,0,EDWARD M. KENNEDY,DEMOCRAT,DEMOCRAT,0,2606225,1693344,64.97305489740909,1
1988,MA,gen,0,FREDA LEE NASON,LIBERTARIAN,LIBERTARIAN,0,2606225,13199,0.5064413087895328,0
1988,MA,gen,0,JOSEPH D. MALONE,REPUBLICAN,REPUBLICAN,0,2606225,884267,33.929035290506384,0
1988,MA,gen,0,MARY FRIDLEY,NEW ALLIANCE,OTHER,0,2606225,15208,0.5835259810645665,0
1988,MI,gen,0,DICK M. JACOBS,LIBERTARIAN,LIBERTARIAN,0,3505985,27116,0.7734203084154667,0
1988,MI,gen,0,"DONALD W. RIEGLE, JR.",DEMOCRAT,DEMOCRAT,0,3505985,2116865,60.378609720235545,1
1988,MI,gen,0,JIM DUNN,REPUBLICAN,REPUBLICAN,0,3505985,1348219,38.45478517449447,0
1988,MI,gen,0,SALLY BIER,WORKERS AGAINST CONCESSIONS,OTHER,0,3505985,8908,0.2540798092404845,0
1988,MN,gen,0,ARLEN OVERVIG,LIBERTARIAN,LIBERTARIAN,0,2093953,4039,0.19288876111354936,0
1988,MN,gen,0,DAVE DURENBERGER,REPUBLICAN,REPUBLICAN,0,2093953,1176210,56.17174788545874,1
1988,MN,gen,0,DERRICK P. GRIMMER,GRASSROOTS,OTHER,0,2093953,9016,0.4305731790541622,0
1988,MN,gen,0,"HUBERT H. ""SKIP"" HUMPHREY III",DEMOCRATIC-FARMER-LABOR,DEMOCRAT,0,2093953,856694,40.91276165224339,0
1988,MN,gen,0,POLLY MANN,PROGRESSIVE ISSUES,OTHER,0,2093953,44474,2.123925417619211,0
1988,MN,gen,0,WENDY LYONS,SOCIALIST WORKERS,OTHER,0,2093953,3105,0.14828413054161196,0
1988,MS,gen,0,TRENT LOTT,REPUBLICAN,REPUBLICAN,0,946719,510380,53.910400023660664,1
1988,MS,gen,0,WAYNE DOWDY,DEMOCRAT,DEMOCRAT,0,946719,436339,46.089599976339336,0
1988,MO,gen,0,JEREMIAH W. (JAY) NIXON,DEMOCRAT,DEMOCRAT,0,2078875,660045,31.75010522518189,0
1988,MO,gen,0,JOHN C. DANFORTH,REPUBLICAN,REPUBLICAN,0,2078875,1407416,67.70084781432266,1
1988,MO,gen,0,JOHN GUZE,LIBERTARIAN,LIBERTARIAN,0,2078875,11410,0.5488545487342913,0
1988,MT,gen,0,CONRAD BURNS,REPUBLICAN,REPUBLICAN,0,365254,189445,51.86664622427133,1
1988,MT,gen,0,JOHN MELCHER,DEMOCRAT,DEMOCRAT,0,365254,175809,48.13335377572867,0
1988,NE,gen,0,BOB KERREY,DEMOCRAT,DEMOCRAT,0,667860,378717,56.706046177342564,1
1988,NE,gen,0,DAVE KARNES,REPUBLICAN,REPUBLICAN,0,667860,278250,41.66292336717276,0
1988,NE,gen,0,ERNIE CHAMBERS,NEW ALLIANCE,OTHER,0,667860,10372,1.5530200940316832,0
1988,NV,gen,0,CHIC HECHT,REPUBLICAN,REPUBLICAN,0,342407,161336,47.11819559763673,0
1988,NV,gen,0,JAMES FRYE,LIBERTARIAN,LIBERTARIAN,0,342407,5523,1.6129927250319067,0
1988,NV,gen,0,RICHARD H. BRYAN,DEMOCRAT,DEMOCRAT,0,342407,175548,51.268811677331364,1
1988,NJ,gen,0,FRANK R. LAUTENBERG,DEMOCRAT,DEMOCRAT,0,2987634,1599905,53.55090349085597,1
1988,NJ,gen,0,JERRY ZELDIN,LIBERTARIAN,LIBERTARIAN,0,2987634,12354,0.41350446540640523,0
1988,NJ,gen,0,JOSEPH F. JOB,INDEPENDENT,OTHER,0,2987634,20091,0.6724719292925438,0
1988,NJ,gen,0,PETER M. DAWKINS,REPUBLICAN,REPUBLICAN,0,2987634,1349937,45.18414906243536,0
1988,NJ,gen,0,THOMAS A. FISKE,SOCIALIST WORKERS,OTHER,0,2987634,5347,0.17897105200971739,0
1988,NM,gen,0,BILL VALENTINE,REPUBLICAN,REPUBLICAN,0,508598,186579,36.68496533608076,0
1988,NM,gen,0,JEFF BINGAMAN,DEMOCRAT,DEMOCRAT,0,508598,321983,63.3079563820542,1
1988,NY,gen,0,ADELLE R. NATHANSON,RIGHT TO LIFE,OTHER,0,6040980,64845,1.0734185512946575,0
1988,NY,gen,0,CHARLENE MITCHELL,INDEPENDENT PROGRESSIVE LINE,OTHER,0,6040980,14770,0.2444967538379534,0
1988,NY,gen,0,DANIEL PATRICK MOYNIHAN,DEMOCRAT,DEMOCRAT,0,6040980,3907178,64.67788338978113,1
1988,NY,gen,0,DANIEL PATRICK MOYNIHAN,LIBERAL,OTHER,0,6040980,141471,2.341855129465749,0
1988,NY,gen,0,"JAMES E. HARRIS, JR.",SOCIALIST WORKERS,OTHER,0,6040980,11239,0.18604597267330797,0
1988,NY,gen,0,LYDIA BAYONETA,WORKERS WORLD,OTHER,0,6040980,13573,0.2246820880055885,0
1988,NY,gen,0,ROBERT R. MCMILLAN,CONSERVATIVE,OTHER,0,6040980,189226,3.1323725620677436,0
1988,NY,gen,0,ROBERT R. MCMILLAN,REPUBLICAN,REPUBLICAN,0,6040980,1686558,27.918615853719096,0
1988,NY,gen,0,WILLIAM P. MCMILLEN,LIBERTARIAN,LIBERTARIAN,0,6040980,12064,0.19970269724448683,0
1988,ND,gen,0,EARL STRINDEN,REPUBLICAN,REPUBLICAN,0,289170,112937,39.05557284642252,0
1988,ND,gen,0,KENNETH C. GARDNER,LIBERTARIAN,LIBERTARIAN,0,289170,4334,1.498772348445551,0
1988,ND,gen,0,QUENTIN N. BURDICK,DEMOCRAT,DEMOCRAT,0,289170,171899,59.44565480513193,1
1988,OH,gen,0,GEORGE V VOINOVICH,REPUBLICAN,REPUBLICAN,0,4352905,1872716,43.02221160351535,0
1988,OH,gen,0,HOWARD M. METZENBAUM,DEMOCRAT,DEMOCRAT,0,4352905,2480038,56.974319448735955,1
1988,PA,gen,0,DARCY RICHARDSON,CONSUMER,OTHER,0,4366598,25273,0.5787800937938413,0
1988,PA,gen,0,HENRY HALLER III,LIBERTARIAN,LIBERTARIAN,0,4366598,11822,0.2707370818197599,0
1988,PA,gen,0,JOE VIGNOLA,DEMOCRAT,DEMOCRAT,0,4366598,1416764,32.44548731071649,0
1988,PA,gen,0,JOHN HEINZ,REPUBLICAN,REPUBLICAN,0,4366598,2901715,66.45253352838984,1
1988,PA,gen,0,SAM BLANCATO,NEW ALLIANCE,OTHER,0,4366598,4569,0.1046352331952701,0
1988,PA,gen,0,"SAMUEL CROSS, JR.",POPULIST,OTHER,0,4366598,6455,0.14782675208480378,0
1988,RI,gen,0,JOHN H. CHAFFEE,REPUBLICAN,REPUBLICAN,0,397990,217273,54.59257770295736,1
1988,RI,gen,0,RICHARD A. LICHT,DEMOCRAT,DEMOCRAT,0,397990,180717,45.407422297042636,0
1988,TN,gen,0,BILL ANDERSEN,REPUBLICAN,REPUBLICAN,0,1567181,541033,34.52268755172504,0
1988,TN,gen,0,JIM SASSER,DEMOCRAT,DEMOCRAT,0,1567181,1020061,65.0889080457203,1
1988,TN,gen,0,KHALIL-ULLAH AL-MUHAYMIN,INDEPENDENT,OTHER,0,1567181,6042,0.3855330048028913,0
1988,TX,gen,0,BEAU BOULTER,REPUBLICAN,REPUBLICAN,0,5323606,2129228,39.995972654625454,0
1988,TX,gen,0,JEFF DAIELL,LIBERTARIAN,LIBERTARIAN,0,5323606,43989,0.8263008194069958,0
1988,TX,gen,0,LLOYD BENTSEN,DEMOCRAT,DEMOCRAT,0,5323606,3149806,59.16677530230449,1
1988,UT,gen,0,BRIAN H. MOSS,DEMOCRAT,DEMOCRAT,0,640702,203364,31.740809299799285,0
1988,UT,gen,0,ORRIN G. HATCH,REPUBLICAN,REPUBLICAN,0,640702,430089,67.12777547127993,1
1988,UT,gen,0,ROBERT J. SMITH,AMERICAN,OTHER,0,640702,6016,0.9389700672075318,0
1988,UT,gen,0,WILLIAM M. ARTH,SOCIALIST WORKERS,OTHER,0,640702,1233,0.19244516171324577,0
1988,VT,gen,0,BILL GRAY,DEMOCRAT,DEMOCRAT,0,240108,71460,29.76160727672547,0
1988,VT,gen,0,JAMES M. JEFFORDS,REPUBLICAN,REPUBLICAN,0,240108,163183,67.96233361653923,1
1988,VT,gen,0,JERRY LEVY,LIBERTY UNION,OTHER,0,240108,2533,1.05494194279241,0
1988,VT,gen,0,KING MILNE,INDEPENDENT,OTHER,0,240108,2424,1.0095457044330052,0
1988,VA,gen,0,CHARLES S. ROBB,DEMOCRAT,DEMOCRAT,0,2068897,1474086,71.24984955751785,1
1988,VA,gen,0,MAURICE A. DAWKINS,REPUBLICAN,REPUBLICAN,0,2068897,593652,28.69413025394691,0
1988,WA,gen,0,MIKE LOWRY,DEMOCRAT,DEMOCRAT,0,1848542,904183,48.91330572959662,0
1988,WA,gen,0,SLADE GORTON,REPUBLICAN,REPUBLICAN,0,1848542,944359,51.08669427040338,1
1988,WV,gen,0,M. JAY WOLFE,REPUBLICAN,REPUBLICAN,0,634547,223564,35.232063188384785,0
1988,WV,gen,0,ROBERT C. BYRD,DEMOCRAT,DEMOCRAT,0,634547,410983,64.76793681161521,1
1988,WI,gen,0,ARLYN F. WOLLENBURG,INDEPENDENT,OTHER,0,2168190,1198,0.0552534602594791,0
1988,WI,gen,0,GEORGE W. ZAEHRINGER,INDEPENDENT,OTHER,0,2168190,3965,0.18287142731956146,0
1988,WI,gen,0,HERBERT H. KOHL,DEMOCRAT,DEMOCRAT,0,2168190,1128625,52.05378679912738,1
1988,WI,gen,0,PATRICIA GROGAN,INDEPENDENT,OTHER,0,2168190,3029,0.1397017789031404,0
1988,WI,gen,0,SUSAN ENGELEITER,REPUBLICAN,REPUBLICAN,0,2168190,1030440,47.52535525023176,0
1988,WY,gen,0,JOHN P. VINICH,DEMOCRAT,DEMOCRAT,0,180964,89821,49.63473398023916,0
1988,WY,gen,0,MALCOLM WALLOP,REPUBLICAN,REPUBLICAN,0,180964,91143,50.36526601976084,1
1990,AL,gen,0,BILL CABANISS,REPUBLICAN,REPUBLICAN,0,1185154,467190,39.4201934938413,0
1990,AL,gen,0,HOWELL HEFLIN,DEMOCRAT,DEMOCRAT,0,1185154,717814,60.567149923132355,1
1990,AK,gen,0,MICHAEL BEASLEY,DEMOCRAT,DEMOCRAT,0,189957,61152,32.19254884000063,0
1990,AK,gen,0,TED STEVENS,REPUBLICAN,REPUBLICAN,0,189957,125806,66.22867280489795,1
1990,AR,gen,0,DAVID H. PRYOR,DEMOCRAT,DEMOCRAT,0,494735,493910,99.83324405995128,1
1990,CO,gen,0,EARL F. DODGE,PROHIBITION,OTHER,0,1022027,11801,1.1546661683106219,0
1990,CO,gen,0,HANK BROWN,REPUBLICAN,REPUBLICAN,0,1022027,569048,55.678372489180816,1
1990,CO,gen,0,JOHN HECKMAN,CONCERNS OF PEOPLE,OTHER,0,1022027,15432,1.509940539731338,0
1990,CO,gen,0,JOSIE HEATH,DEMOCRAT,DEMOCRAT,0,1022027,425746,41.657020802777225,0
1990,DE,gen,0,JOSEPH R. BIDEN JR.,DEMOCRAT,DEMOCRAT,0,180157,112918,62.67755346725357,1
1990,DE,gen,0,LEE ROSENBAUM,LIBERTARIAN,LIBERTARIAN,0,180157,2680,1.4875913786308608,0
1990,DE,gen,0,M. JANE BRADY,REPUBLICAN,REPUBLICAN,0,180157,64554,35.832079797065894,0
1990,GA,gen,0,SAM NUNN,DEMOCRAT,DEMOCRAT,0,1033439,1033439,100,1
1990,HI,gen,1,DANIEL K. AKAKA,DEMOCRAT,DEMOCRAT,0,349666,188901,54.023267918527964,1
1990,HI,gen,1,KEN SCHOOLLAND,LIBERTARIAN,LIBERTARIAN,0,349666,4787,1.3690207226324551,0
1990,HI,gen,1,PATRICIA F. SAIKI,REPUBLICAN,REPUBLICAN,0,349666,155978,44.60771135883958,0
1990,ID,gen,0,LARRY E. CRAIG,REPUBLICAN,REPUBLICAN,0,315936,193641,61.29121087815253,1
1990,ID,gen,0,RON J. TWILEGAR,DEMOCRAT,DEMOCRAT,0,315936,122295,38.70878912184747,0
1990,IL,gen,0,LYNN MARTIN,REPUBLICAN,REPUBLICAN,0,3251005,1135628,34.93159807505679,0
1990,IL,gen,0,PAUL SIMON,DEMOCRAT,DEMOCRAT,0,3251005,2115377,65.0684019249432,1
1990,IN,gen,1,BARON P. HILL,DEMOCRAT,DEMOCRAT,0,1502687,696639,46.3595545845542,0
1990,IN,gen,1,DAN COATS,REPUBLICAN,REPUBLICAN,0,1502687,806048,53.640445415445804,1
1990,IA,gen,0,THOMAS J. TAUKE,REPUBLICAN,REPUBLICAN,0,983933,446869,45.41660865119881,0
1990,IA,gen,0,TOM HARKIN,DEMOCRAT,DEMOCRAT,0,983933,535975,54.47271308107361,1
1990,KS,gen,0,DICK WILLIAMS,DEMOCRAT,DEMOCRAT,0,786235,207491,26.3904557797605,0
1990,KS,gen,0,NANCY LANDON KASSEBAUM,REPUBLICAN,REPUBLICAN,0,786235,578605,73.59186502763168,1
1990,KY,gen,0,G. HARVEY SLOANE,DEMOCRAT,DEMOCRAT,0,916010,437976,47.8134518182116,0
1990,KY,gen,0,MITCH MCCONNELL,REPUBLICAN,REPUBLICAN,0,916010,478034,52.1865481817884,1
1990,LA,gen,0,J. BENNETT JOHNSTON,DEMOCRAT,DEMOCRAT,0,1,1,100,1
1990,ME,gen,0,NEIL ROLDE,DEMOCRAT,DEMOCRAT,0,520320,201053,38.6402598400984,0
1990,ME,gen,0,WILLIAM S. COHEN,REPUBLICAN,REPUBLICAN,0,520320,319167,61.34052121771217,1
1990,MA,gen,0,JIM RAPPAPORT,REPUBLICAN,REPUBLICAN,0,2424579,992917,40.95214055718539,0
1990,MA,gen,0,JOHN F. KERRY,DEMOCRAT,DEMOCRAT,0,2424579,1321712,54.51305154420623,1
1990,MI,gen,0,BILL SCHUETTE,REPUBLICAN,REPUBLICAN,0,2560494,1055695,41.23012981088806,0
1990,MI,gen,0,CARL LEVIN,DEMOCRAT,DEMOCRAT,0,2560494,1471753,57.47925986157358,1
1990,MI,gen,0,SUSAN FARQUHAR,WORKERS WORLD,OTHER,0,2560494,32796,1.2808465866352352,0
1990,MN,gen,0,PAUL DAVID WELLSTONE,DEMOCRAT,DEMOCRAT,0,1808045,911999,50.44116711696888,1
1990,MN,gen,0,RUDY BOSCHWITZ,REPUBLICAN,REPUBLICAN,0,1808045,864375,47.80716187926738,0
1990,MN,gen,0,RUSSELL B. BENTLEY,GRASSROOTS,OTHER,0,1808045,29820,1.6492952332491724,0
1990,MS,gen,0,THAD COCHRAN,REPUBLICAN,REPUBLICAN,0,274244,274244,100,1
1990,MT,gen,0,ALLEN C. KOLSTAD,REPUBLICAN,REPUBLICAN,0,319336,93836,29.384723300849263,0
1990,MT,gen,0,MAX BAUCUS,DEMOCRAT,DEMOCRAT,0,319336,217563,68.12980684921212,1
1990,MT,gen,0,WESTLEY F. DEITCHLER,LIBERTARIAN,LIBERTARIAN,0,319336,7937,2.4854698499386223,0
1990,NE,gen,0,HAL DAUB,REPUBLICAN,REPUBLICAN,0,593828,243013,40.92312925628296,0
1990,NE,gen,0,J. JAMES EXON,DEMOCRAT,DEMOCRAT,0,593828,349779,58.90240945189517,1
1990,NH,gen,0,JOHN A. DURKIN,DEMOCRAT,DEMOCRAT,0,291393,91299,31.331912571681542,0
1990,NH,gen,0,JOHN G. ELSNAU,LIBERTARIAN,LIBERTARIAN,0,291393,9717,3.3346717319908166,0
1990,NH,gen,0,ROBERT C. SMITH,REPUBLICAN,REPUBLICAN,0,291393,189792,65.13265589770516,1
1990,NJ,gen,0,BILL BRADLEY,DEMOCRAT,DEMOCRAT,0,1938454,977810,50.44277553142865,1
1990,NJ,gen,0,CHRISTINE TODD WHITMAN,REPUBLICAN,REPUBLICAN,0,1938454,918874,47.40241450145322,0
1990,NJ,gen,0,DON MACKLE,SOCIALIST WORKERS,OTHER,0,1938454,7804,0.4025888672106741,0
1990,NJ,gen,0,JOHN L. KUCEK,POPULIST,OTHER,0,1938454,19978,1.0306151190587964,0
1990,NJ,gen,0,LOUIS M. STEFANELLI,LIBERTARIAN,LIBERTARIAN,0,1938454,13988,0.7216059808486557,0
1990,NM,gen,0,PETE V. DOMENICI,REPUBLICAN,REPUBLICAN,0,406938,296712,72.91331849077747,1
1990,NM,gen,0,TOM R. BENAVIDES,DEMOCRAT,DEMOCRAT,0,406938,110033,27.03925413699384,0
1990,NC,gen,0,HARVEY B. GANTT,DEMOCRAT,DEMOCRAT,0,2069585,981573,47.428494118386055,0
1990,NC,gen,0,JESSE HELMS,REPUBLICAN,REPUBLICAN,0,2069585,1087331,52.53860073396357,1
1990,OK,gen,0,DAVID L. BOREN,DEMOCRAT,DEMOCRAT,0,884498,735684,83.17531526357324,1
1990,OK,gen,0,STEPHEN JONES,REPUBLICAN,REPUBLICAN,0,884498,148814,16.824684736426764,0
1990,OR,gen,0,HARRY LONSDALE,DEMOCRAT,DEMOCRAT,0,1099255,507743,46.18973759500753,0
1990,OR,gen,0,MARK O. HATFIELD,REPUBLICAN,REPUBLICAN,0,1099255,590095,53.68135691900423,1
1990,RI,gen,0,CLAIBORNE PELL,DEMOCRAT,DEMOCRAT,0,364062,225105,61.83150122781284,1
1990,RI,gen,0,CLAUDINE SCHNEIDER,REPUBLICAN,REPUBLICAN,0,364062,138947,38.16575198729887,0
1990,SC,gen,0,BOB CUNNINGHAM,DEMOCRAT,DEMOCRAT,0,750716,244112,32.517223557244016,0
1990,SC,gen,0,MARION C. METTS,AMERICAN,OTHER,0,750716,10317,1.3742880130435478,0
1990,SC,gen,0,STROM THURMOND,REPUBLICAN,REPUBLICAN,0,750716,482032,64.20963453556338,1
1990,SC,gen,0,WILLIAM H. GRIFFIN,LIBERTARIAN,LIBERTARIAN,0,750716,13805,1.8389111195179002,0
1990,SD,gen,0,DEAN L. SINCLAIR,INDEPENDENT,OTHER,0,258976,6567,2.5357562090695662,0
1990,SD,gen,0,LARRY PRESSLER,REPUBLICAN,REPUBLICAN,0,258976,135682,52.39172741875695,1
1990,SD,gen,0,TED MUENSTER,DEMOCRAT,DEMOCRAT,0,258976,116727,45.07251637217348,0
1990,TN,gen,0,ALBERT GORE JR.,DEMOCRAT,DEMOCRAT,0,783922,530898,67.72331941188027,1
1990,TN,gen,0,BILL JACOX,INDEPENDENT,OTHER,0,783922,11191,1.4275654975877703,0
1990,TN,gen,0,CHARLES GORDON VICK,INDEPENDENT,OTHER,0,783922,8021,1.0231885315120637,0
1990,TN,gen,0,WILLIAM R. HAWKINS,REPUBLICAN,REPUBLICAN,0,783922,233703,29.812022114445057,0
1990,TX,gen,0,GARY JOHNSON,LIBERTARIAN,LIBERTARIAN,0,3822157,89089,2.3308566340943084,0
1990,TX,gen,0,HUGH PARMER,DEMOCRAT,DEMOCRAT,0,3822157,1429986,37.4130628333687,0
1990,TX,gen,0,PHIL GRAMM,REPUBLICAN,REPUBLICAN,0,3822157,2302357,60.23711218560619,1
1990,VA,gen,0,JOHN WARNER,REPUBLICAN,REPUBLICAN,0,1083690,876782,80.90708597477139,1
1990,VA,gen,0,NANCY B. SPANNAUS,INDEPENDENT,OTHER,0,1083690,196755,18.156022478753147,0
1990,WV,gen,0,JOHN D. ROCKEFELLER IV,DEMOCRAT,DEMOCRAT,0,404305,276234,68.32317186282633,1
1990,WV,gen,0,JOHN YODER,REPUBLICAN,REPUBLICAN,0,404305,128071,31.67682813717367,0
1990,WY,gen,0,ALAN K. SIMPSON,REPUBLICAN,REPUBLICAN,0,157632,100784,63.93625659764515,1
1990,WY,gen,0,KATHY HELLING,DEMOCRAT,DEMOCRAT,0,157632,56848,36.06374340235485,0
1992,AL,gen,0,JEROME SHOCKLEY,LIBERTARIAN,LIBERTARIAN,0,1577799,31811,2.016163022032591,0
1992,AL,gen,0,RICHARD C. SHELBY,DEMOCRAT,DEMOCRAT,0,1577799,1022698,64.81801547598903,1
1992,AL,gen,0,RICHARD SELLERS,REPUBLICAN,REPUBLICAN,0,1577799,522015,33.085012729758354,0
1992,AK,gen,0,FRANK H. MURKOWSKI,REPUBLICAN,REPUBLICAN,0,239714,127163,53.04779862669682,1
1992,AK,gen,0,MARY JORDAN,GREEN,OTHER,0,239714,20019,8.351201848869904,0
1992,AK,gen,0,TONY SMITH,DEMOCRAT,DEMOCRAT,0,239714,92065,38.4061840359762,0
1992,AZ,gen,0,CLAIRE SARGENT,DEMOCRAT,DEMOCRAT,0,1382051,436321,31.570542621075486,0
1992,AZ,gen,0,ED FINKELSTEIN,NEW ALLIANCE,OTHER,0,1382051,6335,0.45837671692289217,0
1992,AZ,gen,0,EVAN MECHAM,INDEPENDENT,OTHER,0,1382051,145361,10.51777394611342,0
1992,AZ,gen,0,JOHN MCCAIN,REPUBLICAN,REPUBLICAN,0,1382051,771395,55.81523402537244,1
1992,AZ,gen,0,KIANA DELAMARE,LIBERTARIAN,LIBERTARIAN,0,1382051,22613,1.6361914285362842,0
1992,AR,gen,0,DALE BUMPERS,DEMOCRAT,DEMOCRAT,0,920008,553635,60.17719411135556,1
1992,AR,gen,0,MIKE HUCKABEE,REPUBLICAN,REPUBLICAN,0,920008,366373,39.822805888644446,0
1992,CA,gen,0,BARBARA BOXER,DEMOCRAT,DEMOCRAT,0,10799703,5173467,47.90378957643557,0
1992,CA,gen,0,BRUCE HERSCHENSOHN,REPUBLICAN,REPUBLICAN,0,10799703,4644182,43.002867764048695,0
1992,CA,gen,0,GENEVIEVE TORRES,PEACE AND FREEDOM,OTHER,0,10799703,372817,3.452104192124543,0
1992,CA,gen,0,"JEROME ""JERRY"" MCCREADY",AMERICAN INDEPENDENT,OTHER,0,10799703,373051,3.4542709183761815,0
1992,CA,gen,0,JUNE R. GENIS,LIBERTARIAN,LIBERTARIAN,0,10799703,235919,2.1844952588048026,0
1992,CA,gen,1,DIANNE FEINSTEIN,DEMOCRAT,DEMOCRAT,0,10782743,5853651,54.287216156408434,1
1992,CA,gen,1,GERALD HORNE,PEACE AND FREEDOM,OTHER,0,10782743,305697,2.835057832686915,0
1992,CA,gen,1,JOHN SEYMOUR,REPUBLICAN,REPUBLICAN,0,10782743,4093501,37.96344770528241,0
1992,CA,gen,1,PAUL MEEUWENBERG,AMERICAN INDEPENDENT,OTHER,0,10782743,281973,2.615039605413947,0
1992,CA,gen,1,RICHARD B. BODDIE,LIBERTARIAN,LIBERTARIAN,0,10782743,247799,2.2981072626881676,0
1992,CO,gen,0,BEN NIGHTHORSE CAMPBELL,DEMOCRAT,DEMOCRAT,0,1552289,803725,51.77676321870477,1
1992,CO,gen,0,DAN WINTERS,INDEPENDENT,OTHER,0,1552289,20347,1.3107739602612658,0
1992,CO,gen,0,HUE FUTCH,LIBERTARIAN,LIBERTARIAN,0,1552289,23,0.0014816828567360846,0
1992,CO,gen,0,MATT NOAH,CHSRITIAN PRO-LIFE,OTHER,0,1552289,22846,1.47176202369533,0
1992,CO,gen,0,RICHARD O. GRIMES,PEROT'S INDEPENDENTS,OTHER,0,1552289,42455,2.734993290553499,0
1992,CO,gen,0,TERRY CONSIDINE,REPUBLICAN,REPUBLICAN,0,1552289,662893,42.704225823928404,0
1992,CT,gen,0,BROOK JOHNSON,REPUBLICAN,REPUBLICAN,0,1500661,572036,38.11893558905042,0
1992,CT,gen,0,CHRISTOPHER J. DODD,A CONNECTICUT PARTY,OTHER,0,1500661,304907,20.31817978877308,0
1992,CT,gen,0,CHRISTOPHER J. DODD,DEMOCRAT,DEMOCRAT,0,1500661,577662,38.493837049140346,1
1992,CT,gen,0,"HOWARD A. GRAYSON, JR.",LIBERTARIAN,LIBERTARIAN,0,1500661,10741,0.7157512589452247,0
1992,CT,gen,0,RICHARD D. GREGORY,CONCERNED CITIZENS,OTHER,0,1500661,35315,2.3532963140909238,0
1992,FL,gen,0,BILL GRANT,REPUBLICAN,REPUBLICAN,0,4962290,1716505,34.59098521045727,0
1992,FL,gen,0,BOB GRAHAM,DEMOCRAT,DEMOCRAT,0,4962290,3245565,65.40458135256102,1
1992,GA,gen,0,PAUL COVERDELL,REPUBLICAN,REPUBLICAN,0,1253991,635114,50.64741293996528,0
1992,GA,gen,0,"WYCHE FOWLER, JR.",DEMOCRAT,DEMOCRAT,0,1253991,618877,49.35258706003472,0
